session_code,id_in_session,participant_code,channel,nickname,body,timestamp
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Who yellow???,1787590856.2450511
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,Good morning,1787590856.7857153
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,I think that we need to trade off as being the one who doesn't pick anyone to be fair. ,1787590859.0789096
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,he's saying some negative things about you,1787590859.4044654
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,ok sounds good,1787590861.3757868
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,yeahhh,1787590864.238211
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_2_3,RightPartner,"I was kind of thinking of not supporting anyone in particular, that way keeping the final outcome the same for all 3 of us. ",1787590868.0767267
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,Do you want to support each other?,1787590870.6492193
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,How will that be fair,1787590876.114776
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"Good morning, I think we need to trade off as being the one who doesn't pick anyone to be fair. ",1787590876.832522
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,OK,1787590886.1815886
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"i wouldn't deal with him personally, i'd choose me 100%",1787590889.1135647
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,"Yeah sure,if all of us benefit",1787590892.0782242
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,"Naw. Stick with me. In the end, we'll be getting some sweet cash!",1787590892.3584754
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,i don't even like the color orange or the fruit anyway,1787590895.5543003
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,I think that is the best wayu,1787590900.0951605
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"uhhhhh, this is too hard for me",1787590908.3943405
um435zd7,137,icg507i0,14-bargaining_tdl_main-125_2_3,LeftPartner,Then we all get $0?,1787590909.3104024
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,How do we go about it,1787590921.1454608
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,"Let's say I don't pick anyone, and you two pick each other- you will get 3. Next round, it would be me and another picking each other while one of you doesn't pick. It's the only fair way. ",1787590923.3130026
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Orange & Purple. All the way!!!,1787590926.2800274
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,who should i pick then,1787590927.8089697
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,obviously me,1787590933.0406075
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,coin toss,1787590934.1111596
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"Great! I can go first, not picking anyone to be fair. ",1787590938.8003438
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_2_3,RightPartner,It'd at least mean one person didn't get left out or betrayed. :),1787590942.9726062
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,I will go second.,1787590947.3912919
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Coin toss????,1787590947.6293857
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,he's kinda speaking facts about you rn,1787590950.9073398
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,50/50,1787590959.100645
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,"OK, I will support you first",1787590960.015223
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,Perfect! Trying to get yellow on board.,1787590961.18805
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,chance,1787590962.1611602
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,OK,1787590968.1107721
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,i understand your concerns but is there a way we can all benefit,1787590968.2098505
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,Yellow would need to go last,1787590975.7838387
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,40 seconds left. C'mon man!,1787590984.639029
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"ok, i choose you",1787590995.848072
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Sweet!!!,1787591003.6338892
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,i think we have a plan,1787591012.405298
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,What about the other participant,1787591013.0198493
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,"No, there isn't. Can you go last, as in the first round, I will not pick anyone but you will pick purple. The 2nd round, purple will not pick anyone, and you and I will pick each other. The 3rd round, you will not pick anyone and purple and I will pick each other. Purple is all in. Can you confirm this works? ",1787591042.067411
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,"Orange will not choose first, I will not choose second, and you will not choose third. We all get something that way",1787591045.8365018
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,Talking to yellow right now,1787591074.4126065
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"I just gave the layout, waiting to hear back to confirm :) ",1787591080.7912123
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,same,1787591087.9792464
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,"Yeah sure,atleast all of us will benefit",1787591089.359178
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,Great!,1787591095.1645522
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,all good!,1787591099.619314
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_1_3,LeftPartner,hello,1787591271.7489784
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,hello,1787591274.4107287
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Hey there,1787591279.2201657
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_1_2,RightPartner,Hello hello,1787591287.064325
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,i have no idea what to talk about ,1787591298.230135
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,For 10 minutes! ,1787591310.1665094
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,right like they just said talk then nothing else,1787591323.8178697
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,oh looks like yellow left,1787591332.3584423
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Well, it looks like Yellow left the chat",1787591332.7242851
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Soo....I guess I will support you then if it still lets us,1787591348.637128
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,lol yea so idk what's going on with that,1787591354.4966128
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Purple is cool and all anyways,1787591364.7764971
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,8 minutes remain,1787591384.5690382
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"likewise orange is a nice color,  reminds me of a Mai Tai ",1787591398.8691406
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,I'm sure they want us to talk about or talk between the two and decide how we want to lend our support.,1787591407.3293586
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,I'm glad you think so because I don't like orange much ha,1787591415.1801133
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,that make sense but i don't know what we are supporting. i assume this is a test about being fair and favoring connections,1787591450.7904627
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Yeah hopefully the researchers can still get something out of this. It makes the decision real easy when there are only two of us,1787591488.8090522
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Probably testing trust since both conversations are public to everyone,1787591498.6537535
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"hmm true , a test of honesty not that its the chance since yellow never responsed",1787591523.180666
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Are we allowed to talk about the study as a whole? Curiously, the study description says we could earn up to $9, not sure how that'll happen",1787591578.1625533
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_1_3,LeftPartner,hi there,1787591586.5822942
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,hi there,1787591588.5157392
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_2_3,LeftPartner,hi how are you,1787591593.267727
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,good! would you like to support each other,1787591607.8064342
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_2_3,LeftPartner,sure,1787591613.9777734
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,it s a bonus based on the attention check a page earlier. something about two people winning $3 and one gets 0 depending on the choices ,1787591619.5622027
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,ok sounds good,1787591619.7606645
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Whatever the case, I'll just do whatever is in the best interest of us. Make it as equitable as possible",1787591621.5597456
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,agreed. ,1787591631.3340518
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_1_2,RightPartner,hi,1787591632.135067
um435zd7,178,becuite9,14-bargaining_tdl_main-129_2_3,RightPartner,Hello! How are you doing today?,1787591632.4832418
um435zd7,150,3eu4o3bk,14-bargaining_tdl_main-128_1_2,LeftPartner,I am going to select orange.,1787591636.2823162
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_1_2,RightPartner,ok,1787591641.1459095
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,hello! how are you doing?,1787591643.053136
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,Hello?,1787591647.8174655
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,not like it would make sense to support yellow whos not even here,1787591648.746639
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,Hello?,1787591651.0444221
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,Hi,1787591654.8311627
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,Hi,1787591656.6057997
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,hello,1787591662.3400545
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,hello,1787591665.6316452
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,True true. ,1787591675.576822
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,So are you also with Purple? I'm seeing how much I fully believe their experiment.,1787591683.9149868
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,im happy to support you if your willing to support me too. we can both get 3 dolars,1787591694.989311
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,So are you also chatting with orange? I'm seeing if they described their experiment accurately.,1787591697.4426348
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,Hello!,1787591700.6895103
um435zd7,182,tygkzh1p,14-bargaining_tdl_main-131_2_3,RightPartner,hey do you want to support each other,1787591701.2367845
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Sure, sounds good to me. ",1787591701.5758266
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,who are you thinking of supporting,1787591706.4919212
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,"Yes, absolutely. Let's do that.",1787591710.3908467
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,looks like orange is already gone,1787591711.9955797
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,hello! i'm great how are you,1787591712.809103
um435zd7,182,tygkzh1p,14-bargaining_tdl_main-131_2_3,RightPartner,ok!,1787591714.588569
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Seems like this is ""asshole's dilemma.""",1787591715.6141403
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,yes i see that,1787591720.177941
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,Thank you very much!,1787591720.65593
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,I'm doing great! Looks like this is an easy choice then by the end lol,1787591731.169637
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,i don't know yet lol,1787591733.012004
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"But yeah, we can make this pretty easy by just agreeing early that we'll go with each other.",1787591737.3729591
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Right?!,1787591739.4006796
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i don't know yet lol,1787591740.5793872
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_2_3,LeftPartner,"I would like to support you, if I have your vote to support me.",1787591746.2908998
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,it doesn't show your other text in the same page?,1787591756.8852482
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,Im chatting with both,1787591757.4306324
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_2_3,LeftPartner,I like purple better than yellow.... not sure what else I can say.,1787591760.753863
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"Since we have 8 minutes still, anything on your mind? Anything going on?",1787591763.9977875
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,these studies are why i am so glad for youtube. at least i can listen to random facts while waiting for the clock,1787591767.3175848
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,"it does, i just dont know who to support yet",1787591774.7457464
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,"I'm watching the trial on TV, wby?",1787591776.111165
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"The amount of studies where they go ""actually, you were doing x"" at the end is really high.",1787591781.3393545
um435zd7,180,vom6ojon,14-bargaining_tdl_main-132_1_2,RightPartner,To maximize earnings we should be on the same page on who we are siding with. ,1787591782.5851643
um435zd7,210,0fdyk30v,14-bargaining_tdl_main-135_2_3,RightPartner,"I got you, Orange",1787591791.3107862
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,How should westart?,1787591791.5626445
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,"Aah, gotcha. What factor would determine it for you?",1787591791.864642
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,what do you think,1787591793.071168
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"working remote from home, but work is so slow so I jumped on Prolific lol",1787591794.8811657
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Haha yeah, I don't know what else to go over. Seems like a straightforward decision. ",1787591806.0617452
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_1_2,RightPartner,I fully intend to support purple because I like that color better. Nothing personal.,1787591808.7250154
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,Do you have any suggestions for me?,1787591810.7506206
um435zd7,180,vom6ojon,14-bargaining_tdl_main-132_2_3,LeftPartner,To maximize earnings we should be on the same page on who we are siding with. ,1787591817.741597
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Hello!,1787591821.5462103
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,hi,1787591827.203892
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_2_3,RightPartner,Hello!,1787591827.33542
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,yea I wondered about that too but based on the instructions im sticking with our agreement,1787591832.9308288
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,"Hey, is anyone there?",1787591835.1543033
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"not much to talk about , maybe yellow is part of the plan",1787591837.2064867
um435zd7,191,7g2cfmdw,14-bargaining_tdl_main-132_2_3,RightPartner,"Hello, I would like to form a partnership so we can have the 3 payout. If you agree, i will support you as well",1787591838.158147
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,I will support you if you support me,1787591840.147597
um435zd7,156,7d2fyyjq,14-bargaining_tdl_main-133_1_3,RightPartner,Who do you choose to support?,1787591841.7130303
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Same same. I love prolific lol. I'm a stay at home mom right now but previously a medical speech pathologist that worked in a nursing home and did home health,1787591845.837266
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i think orange and yellow are a good pair in terms of colors,1787591848.1513996
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,How're you doing today?,1787591853.2085025
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,that way we can both earn 3  what you think,1787591854.0846672
um435zd7,186,3zmvxg22,14-bargaining_tdl_main-137_2_3,LeftPartner,"Hello, let's team up",1787591856.4767976
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"how many rounds do we get, did it mention that?",1787591857.8757734
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,i support you,1787591865.0973122
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,I think mutual support makes the most sense based on the instructions,1787591866.0047233
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,"Haha, fair enough. ",1787591866.3237002
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,My other participant has left the chat. Are you communicating with two active participants?,1787591866.635861
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i got nothing else to go off of,1787591867.2189379
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_1_2,RightPartner,okay we can do that,1787591868.153197
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,annoyed by the instructions :),1787591869.1779635
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Sounds good, same here. ",1787591871.5981066
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_2,LeftPartner,hi,1787591871.8175771
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_3,RightPartner,I am deciding still who to support what you thinking ,1787591872.4268372
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,orange left the chat,1787591875.3421283
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,ok ,1787591879.4352627
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,It's an easy guarantee of $3.,1787591884.1048446
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,I don't think it did for some reason,1787591884.8132877
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I am communicating with you alone,1787591885.235426
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,"so will you support me, i support you?",1787591891.502915
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,Hi Orange!,1787591893.0374527
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,Hi!,1787591893.177314
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,lets form a solid pair and support each other,1787591894.206982
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,Hi!,1787591895.9368463
um435zd7,156,7d2fyyjq,14-bargaining_tdl_main-133_1_3,RightPartner,"Okay, I'll support you also.",1787591898.2378998
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,Hi Purple!,1787591899.5286934
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,hi!,1787591900.5578592
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,Fair enough. Though we're not actually prohibited from talking about each other.,1787591901.2040339
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"You are purple, what color am I?",1787591913.0062094
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,thank you,1787591913.9324355
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"Oh okay, that's very nice. I'm assuming they paid you very well. Prolific has done wonders for me this year. I paid off almost $15,000 of debt so it was the best lifeline I could get",1787591915.5538726
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,how is it going today?,1787591916.470137
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,how;s it going? what do you think is a good strategy?,1787591917.5623133
um435zd7,186,3zmvxg22,14-bargaining_tdl_main-137_2_3,LeftPartner,I will support you and you support me. Then we both get $3 and Yellow gets $0. Are you in? I will keep my promise,1787591919.5506423
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_2_3,LeftPartner,Hi there!,1787591920.9363637
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,"Since I only have one participant to match with, I will support purple. If you support me as well (Yellow), it appears that we may both be able to earn a bonus. Do you agree?",1787591921.4906
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,how are you today?,1787591923.9298375
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,How are you? I hope you are having a great Monday so far!,1787591925.3786247
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_2_3,LeftPartner,if you support me i will support you,1787591926.8514388
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,I am doing good so far :),1787591935.9867027
um435zd7,207,4citjrt8,14-bargaining_tdl_main-136_2_3,RightPartner,"Hi Orange, I am proposing  a mutual support pair with yellow so we can both secure $3.Thanks!",1787591937.688273
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Geez! I just started in June. I would love to make that kind of money,1787591943.6899447
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,How are you!,1787591944.8031852
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Yellow,1787591949.277722
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I will support you as well since Orange left the chat really early.,1787591949.3408327
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,"I am not sure, I wish there was a way for everyone to get something, but i don't think there is",1787591950.24814
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_2,LeftPartner,anyone there?,1787591950.6728938
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,Hello! Good afternoon,1787591953.8827846
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_2_3,LeftPartner,Do you have any plan for a strategy? or I'm not sure what else we are supposed to talk about ?,1787591963.0391166
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,me too! any strategies for this survey?,1787591963.3788304
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_2_3,LeftPartner,okay because we have also discussed the same with yellow,1787591966.2989185
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,ok.  orange isn't responding to me.  want to partner up?,1787591969.947094
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,It seems like best case 2 people do,1787591975.830477
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_2_3,RightPartner,I was thinking of supporting yellow tbh,1787591977.791157
um435zd7,215,69ymz5m9,14-bargaining_tdl_main-139_1_3,LeftPartner,"Good afternoon, how are you?",1787591979.4513195
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,Oh you just started? Thats awesome! Always be on the lookout for AI studies. They pay really good and they're consistent,1787591983.9159257
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Sure!,1787591988.1622682
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,"Pretty good, and you? ",1787591991.540507
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I am excited on the bonus we are going to get,1787591992.857718
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,"yeah, best case is for two people to get $3",1787591994.3259451
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,I am honestly not sure how to go about this. Do you have any ideas,1787591995.3910449
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,"Yes, it appears our only option for proceeding was made for us, and Yellow supporting Purple and Purple supporting Yellow is the only way forward. I hope you're having a nice day!",1787592004.0690591
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"ok, I'm hitting next",1787592008.0087864
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,I try to average around $1250-1500 per month so I can take chunks of debt away ,1787592011.83317
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_3,RightPartner,HI,1787592013.0181212
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_1_2,RightPartner,are you commited to anyone yet,1787592017.5598257
um435zd7,211,vaon2s6n,14-bargaining_tdl_main-140_1_3,LeftPartner,who are you supporting,1787592023.4256566
um435zd7,215,69ymz5m9,14-bargaining_tdl_main-139_1_3,LeftPartner,"I'm great. What do you think, let's support each other and get the bonus each",1787592028.2600806
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,I am not sure how to go about this. Do you have any ideas,1787592028.5707543
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_2,LeftPartner,"HI , Not yet",1787592031.99316
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,"Also I believe this should be easier since, orange dropped out.",1787592032.6527643
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,"i know, there is no way for everyone to get the $3, so someone is going to miss out. but i think its bettr for two people to get $3 instead of no one getting anything",1787592034.006086
